Name,Population
Ruz,"5,625"
Benavente,"5,622"
Lima,"5,621"
Melgar,"5,596"
de Haro,"5,590"
Valcarcel,"5,584"
Saldaña,"5,581"
San-Juan,"5,574"
Hernandez,"4,874,914"
Garcia,"3,575,796"
Martinez,"3,385,762"
Lopez,"3,129,595"
Gonzalez,"2,791,325"
Perez,"2,450,817"
Rodriguez,"2,384,519"
Sanchez,"2,259,680"
Ramirez,"1,989,311"
Cruz,"1,478,043"
Flores,"1,416,256"
Gomez,"1,305,852"
Morales,"1,128,242"
Vazquez,"1,115,433"
Reyes,"1,068,208"
Jimenez,"1,057,450"
Torres,"1,029,371"
Diaz,"937,713"
Gutierrez,"913,159"
Ruiz,"804,638"
Mendoza,"801,516"
Aguilar,"758,462"
Ortiz,"669,096"
Moreno,"652,549"
Castillo,"649,908"
Romero,"637,307"
Alvarez,"631,206"
Mendez,"603,687"
Chavez,"603,492"
Rivera,"601,524"
Juarez,"598,000"
Ramos,"585,166"
Dominguez,"513,411"
Herrera,"501,279"
Medina,"492,156"
Castro,"487,806"
Vargas,"478,077"
Guzman,"476,243"
Velazquez,"471,452"
Muñoz,"444,544"
Rojas,"430,656"
de La Cruz,"423,787"
Contreras,"423,222"
Salazar,"418,582"
Luna,"407,543"
Ortega,"397,017"
Santiago,"395,077"
Guerrero,"380,361"
Estrada,"367,118"
Bautista,"366,433"
Cortes,"351,519"
Soto,"346,139"
Alvarado,"346,116"
Espinoza,"333,625"
Lara,"321,039"
Avila,"311,980"
Rios,"304,998"
Cervantes,"304,004"
Silva,"297,430"
Delgado,"296,583"
Vega,"292,198"
Marquez,"289,393"
Sandoval,"288,089"
Carrillo,"286,385"
Fernandez,"285,116"
Leon,"283,063"
Mejia,"276,007"
Solis,"274,127"
Rosas,"271,006"
Ibarra,"266,862"
Valdez,"266,545"
Nuñez,"266,284"
Campos,"260,581"
Santos,"256,205"
Camacho,"254,019"
Navarro,"240,021"
Peña,"239,427"
Maldonado,"239,242"
Rosales,"238,828"
Acosta,"237,469"
Miranda,"235,523"
Cabrera,"226,645"
Trejo,"226,005"
Valencia,"222,297"
Nava,"220,864"
Pacheco,"218,934"
Robles,"217,046"
Castañeda,"214,285"
Molina,"212,977"
Fuentes,"210,340"
Rangel,"210,319"
Huerta,"209,230"
Meza,"207,661"
Padilla,"203,436"
Espinosa,"203,124"
Aguirre,"202,425"
Salas,"201,912"
Cardenas,"200,665"
Orozco,"199,292"
Valenzuela,"198,633"
Ayala,"196,040"
Zuñiga,"193,524"
Ochoa,"185,066"
Mora,"183,731"
Serrano,"183,350"
Salinas,"183,098"
Tapia,"182,016"
Olvera,"181,831"
Duran,"178,878"
Suarez,"177,060"
Macias,"176,470"
Zamora,"175,976"
Arellano,"171,058"
Calderon,"170,732"
Barrera,"165,878"
Villegas,"164,592"
Zavala,"164,445"
Gallegos,"163,419"
Lozano,"163,189"
Beltran,"160,986"
Velasco,"160,680"
Figueroa,"159,277"
Franco,"159,079"
Galvan,"159,079"
Montes,"158,268"
Sosa,"157,710"
Villanueva,"157,705"
Arias,"156,915"
Andrade,"154,539"
Antonio,"153,582"
Marin,"153,258"
Vasquez,"152,709"
Esquivel,"150,912"
Ponce,"150,732"
Corona,"150,625"
Garza,"149,346"
Alonso,"149,232"
Palacios,"147,980"
Trujillo,"147,337"
Bernal,"146,859"
Pineda,"145,081"
Rocha,"142,857"
Cortez,"140,550"
Rubio,"140,474"
Escobar,"140,431"
Galindo,"140,201"
Villa,"137,462"
de Jesus,"136,454"
Cano,"136,355"
Benitez,"136,334"
Cuevas,"134,602"
Bravo,"133,911"
Mata,"132,240"
Osorio,"131,897"
Carmona,"130,882"
Montoya,"129,307"
Enriquez,"125,510"
Rivas,"124,620"
Parra,"121,877"
Cisneros,"121,715"
Resendiz,"120,873"
Cordova,"120,501"
de La Rosa,"120,427"
Tellez,"119,963"
Vera,"119,826"
Tovar,"118,692"
Zarate,"118,410"
Leyva,"117,238"
Quintero,"117,018"
Quiroz,"116,859"
Salgado,"116,715"
Becerra,"116,249"
Arroyo,"115,546"
Peralta,"115,540"
Esparza,"112,884"
Avalos,"112,010"
Roman,"111,374"
Barajas,"110,926"
Felix,"109,484"
Guevara,"108,063"
Murillo,"107,968"
Olivares,"107,119"
de Leon,"105,227"
Castellanos,"104,292"
Villarreal,"104,069"
Lugo,"102,624"
Montiel,"102,429"
Angeles,"101,822"
Villalobos,"101,631"
Segura,"100,866"
Saucedo,"100,451"
Gallardo,"98,655"
Chan,"97,349"
Reyna,"96,759"
Mercado,"96,666"
Magaña,"96,300"
Davila,"96,116"
Navarrete,"95,742"
Paredes,"95,431"
Guerra,"94,615"
Guillen,"94,501"
Leal,"94,354"
Monroy,"91,405"
del Angel,"91,391"
Saldaña,"91,335"
Zapata,"91,017"
Santana,"90,959"
Nieto,"90,732"
Islas,"90,513"
Uribe,"90,404"
Escobedo,"90,059"
Piña,"89,848"
Granados,"88,686"
Solano,"88,337"
Caballero,"88,117"
Yañez,"87,187"
Zepeda,"86,985"
Arriaga,"86,195"
Barron,"85,687"
Barrios,"85,096"
Galicia,"84,972"
Ojeda,"84,955"
Gil,"84,828"
Acevedo,"84,412"
Alfaro,"83,530"
Godinez,"82,577"
Mondragon,"82,557"
Medrano,"81,605"
Duarte,"81,359"
Ventura,"80,943"
Balderas,"79,869"
Rico,"79,625"
Aguilera,"79,398"
Coronado,"79,360"
Arredondo,"78,521"
Francisco,"78,451"
Escamilla,"77,602"
Palma,"76,757"
Amador,"75,792"
Blanco,"75,147"
Najera,"75,128"
Bonilla,"74,909"
Garduño,"74,275"
Pech,"74,178"
Gamez,"73,717"
Ocampo,"73,160"
Carbajal,"73,013"
Valdes,"72,719"
Carrasco,"72,715"
Romo,"72,574"
Melendez,"72,524"
Escalante,"72,145"
Hurtado,"71,926"
Sierra,"71,898"
May,"71,183"
Barragan,"71,165"
Armenta,"70,345"
Carranza,"70,340"
Alarcon,"68,870"
Vidal,"68,864"
de Los Santos,"68,845"
Correa,"68,330"
Arreola,"68,075"
Baez,"67,755"
Carrera,"67,733"
Gaytan,"67,586"
Alcantara,"67,524"
Quezada,"67,425"
Anaya,"67,261"
Colin,"66,666"
Toledo,"66,230"
Arenas,"66,050"
Renteria,"65,965"
Jaramillo,"65,279"
Santillan,"64,988"
Valle,"64,357"
Varela,"63,882"
Venegas,"63,825"
Rendon,"63,709"
Soriano,"62,833"
Lira,"62,750"
Aranda,"62,740"
Zaragoza,"62,287"
Aviles,"62,198"
Cordero,"61,967"
Moran,"61,842"
Valadez,"61,611"
Quintana,"61,211"
Treviño,"60,986"
Santiz,"60,787"
Arteaga,"60,722"
Hidalgo,"60,362"
de La Torre,"59,813"
Salvador,"58,878"
Galvez,"58,726"
Gamboa,"58,720"
Sotelo,"58,686"
Ordoñez,"58,674"
Aquino,"58,367"
Becerril,"58,247"
Baltazar,"58,213"
Muñiz,"57,970"
Altamirano,"57,384"
Cazares,"57,359"
Montalvo,"57,283"
Covarrubias,"57,187"
Aparicio,"57,031"
Canul,"57,012"
Paz,"56,961"
Martin,"56,945"
Trinidad,"56,855"
Zamudio,"56,735"
Arce,"56,652"
Delgadillo,"56,604"
Bustamante,"56,492"
Casillas,"56,320"
Montaño,"56,048"
Montero,"55,868"
Prado,"55,835"
Maya,"55,806"
Arcos,"55,698"
Saavedra,"55,453"
Madrigal,"55,304"
Limon,"55,289"
Cedillo,"55,129"
Fonseca,"55,105"
Roque,"55,025"
Mena,"54,835"
Cantu,"54,816"
Lazaro,"54,740"
Cuellar,"54,324"
Merino,"54,323"
Lorenzo,"54,176"
Portillo,"54,133"
Barrientos,"54,098"
Vallejo,"54,052"
Patiño,"53,911"
Pulido,"53,889"
Ornelas,"53,749"
Miguel,"53,629"
Avendaño,"53,485"
Anguiano,"53,013"
Osuna,"52,503"
Bello,"52,442"
Cota,"52,431"
Rincon,"52,369"
Olguin,"52,242"
Ceron,"52,081"
Urbina,"51,525"
Robledo,"51,511"
Cardona,"51,509"
Ontiveros,"51,478"
Guadarrama,"51,417"
Briones,"50,920"
Reynoso,"50,916"
Pedraza,"50,897"
Bustos,"50,716"
Angulo,"50,168"
Carreon,"50,089"
Velez,"50,084"
Frias,"50,069"
Casas,"49,937"
Jasso,"49,818"
Gaspar,"49,725"
Millan,"49,652"
Aleman,"49,378"
Jaimes,"48,857"
Negrete,"48,851"
Badillo,"48,634"
Noriega,"48,448"
Tolentino,"48,176"
Mota,"48,172"
Angel,"47,932"
Linares,"47,807"
Heredia,"47,520"
Munguia,"47,475"
Nolasco,"47,387"
Bolaños,"47,220"
Mireles,"47,048"
Puente,"46,770"
Meneses,"46,683"
Ceballos,"46,500"
Vergara,"46,358"
Serna,"46,353"
Alanis,"46,215"
Garrido,"46,203"
Luis,"45,903"
Roblero,"45,530"
Alcala,"45,249"
Lemus,"45,099"
Olmos,"45,088"
Rueda,"45,010"
Cadena,"45,003"
Prieto,"44,975"
Aragon,"44,932"
Chacon,"44,833"
Barraza,"44,779"
Espino,"44,548"
Araujo,"44,485"
Valdivia,"44,430"
Jacobo,"44,220"
Canche,"44,175"
Nicolas,"44,168"
Hinojosa,"44,156"
Chavarria,"44,079"
Poot,"43,843"
Tejeda,"43,690"
Neri,"43,495"
Cerda,"43,212"
Melchor,"43,209"
Alcantar,"42,934"
Cornejo,"42,435"
Lucas,"42,301"
Ledezma,"42,254"
Barcenas,"42,142"
Chi,"41,576"
Saenz,"41,535"
Almanza,"41,500"
Lizarraga,"41,425"
Vicente,"41,288"
Damian,"40,928"
Villaseñor,"40,882"
Matias,"40,836"
Bermudez,"40,834"
Tenorio,"40,750"
Soria,"40,734"
Roldan,"40,560"
Amaya,"40,554"
Mares,"40,386"
Corral,"40,382"
Ordaz,"40,378"
Acuña,"40,334"
Jaime,"40,164"
Arevalo,"40,152"
Rojo,"39,971"
Adame,"39,734"
Camarillo,"39,281"
Banda,"39,261"
Bañuelos,"39,255"
Nieves,"39,162"
Olivas,"38,944"
Ledesma,"38,755"
Amaro,"38,642"
Segundo,"38,512"
Gaona,"38,408"
Montejo,"38,286"
Mateo,"38,255"
Dzul,"38,226"
Ramon,"38,195"
Vilchis,"38,122"
Ceja,"38,108"
Solorzano,"37,827"
Verdugo,"37,803"
Loera,"37,745"
Pantoja,"37,593"
Alba,"37,437"
Vela,"37,366"
Mancilla,"37,196"
Betancourt,"37,041"
Dorantes,"37,029"
Razo,"36,853"
Uc,"36,806"
Estrella,"36,749"
Gastelum,"36,550"
Caamal,"36,524"
Alejandro,"36,510"
Ruelas,"36,314"
Alcaraz,"36,204"
Almaraz,"36,171"
Aceves,"36,046"
Tello,"36,011"
Sarmiento,"35,544"
Alejo,"35,504"
Pedroza,"35,421"
Ruvalcaba,"35,339"
Paez,"35,338"
Saldivar,"35,312"
Landeros,"35,297"
Velasquez,"35,291"
Servin,"35,256"
Viveros,"35,082"
Zambrano,"35,000"
Fierro,"34,774"
Oropeza,"34,740"
Manzano,"34,722"
Oliva,"34,654"
Camargo,"34,581"
Tinoco,"34,539"
Preciado,"34,258"
Landa,"34,237"
Pablo,"34,111"
Perales,"34,048"
Elias,"33,992"
Narvaez,"33,929"
Gordillo,"33,864"
Quiñones,"33,829"
Barbosa,"33,749"
Bojorquez,"33,655"
Aldana,"33,534"
Tamayo,"33,521"
Valerio,"33,520"
Jose,"33,408"
Tirado,"33,362"
Esteban,"33,353"
Zacarias,"33,177"
Niño,"33,137"
Larios,"33,065"
Pascual,"32,966"
Marcial,"32,948"
Rivero,"32,936"
Chable,"32,860"
Aguayo,"32,809"
Elizalde,"32,797"
Salcedo,"32,714"
Ibañez,"32,698"
Teran,"32,566"
Sarabia,"32,557"
Giron,"32,481"
Brito,"32,477"
Segovia,"32,444"
Lomeli,"32,430"
Pimentel,"32,430"
Lucio,"32,318"
Santoyo,"32,289"
Mosqueda,"32,270"
Marroquin,"32,176"
Cauich,"32,087"
Briseño,"32,034"
Burgos,"31,952"
Palafox,"31,938"
Sifuentes,"31,923"
Plascencia,"31,860"
Ovando,"31,472"
Bahena,"31,425"
Canales,"31,412"
Ku,"31,348"
Conde,"31,341"
Clemente,"31,318"
Camarena,"31,282"
Elizondo,"31,206"
Lozada,"31,108"
Abarca,"30,890"
Sepulveda,"30,881"
Perea,"30,832"
Bueno,"30,827"
Naranjo,"30,637"
Pichardo,"30,627"
Felipe,"30,555"
Armendariz,"30,487"
de Luna,"30,467"
Padron,"30,071"
Lima,"30,028"
Madrid,"29,872"
Balam,"29,756"
Fragoso,"29,587"
Manuel,"29,514"
Coronel,"29,478"
Ascencio,"29,392"
Garibay,"29,280"
Centeno,"29,256"
Tun,"29,127"
Regalado,"28,990"
Loredo,"28,810"
Dzib,"28,799"
Diego,"28,731"
Jacinto,"28,692"
Fabian,"28,669"
Porras,"28,611"
Meraz,"28,607"
Jeronimo,"28,603"
Curiel,"28,573"
Jauregui,"28,536"
Corrales,"28,397"
Montes de Oca,"28,382"
Lucero,"28,346"
Valles,"28,254"
Solorio,"28,230"
Dueñas,"28,198"
Calvillo,"28,122"
Juan,"28,085"
Olivera,"28,018"
Farias,"28,013"
Santamaria,"27,987"
Manriquez,"27,771"
Garay,"27,711"
Terrazas,"27,631"
Izquierdo,"27,446"
Zazueta,"27,424"
Peñaloza,"27,388"
Andres,"27,377"
Mendiola,"27,347"
Gonzales,"27,263"
Cepeda,"27,196"
Palomares,"27,088"
Olmedo,"27,034"
Alegria,"27,030"
Moctezuma,"26,986"
Colorado,"26,954"
Oviedo,"26,930"
Plata,"26,925"
Galaviz,"26,920"
Villagomez,"26,885"
Mandujano,"26,789"
Alcocer,"26,756"
Rosado,"26,556"
Carlos,"26,542"
Quevedo,"26,509"
Arguello,"26,324"
Moya,"26,239"
Araiza,"26,238"
Baeza,"26,182"
Pool,"26,132"
Ek,"26,117"
Almazan,"26,103"
Lerma,"26,103"
Cordoba,"26,048"
Nevarez,"26,030"
Falcon,"26,016"
Partida,"26,000"
Ulloa,"25,971"
Fajardo,"25,930"
Llamas,"25,801"
Puc,"25,761"
Albarran,"25,682"
Victoria,"25,681"
Benavides,"25,500"
Gabriel,"25,346"
Arvizu,"25,324"
Barba,"25,270"
Ballesteros,"25,239"
Maciel,"25,146"
Puga,"24,962"
Calixto,"24,948"
Carvajal,"24,821"
Laguna,"24,814"
de Santiago,"24,781"
Castañon,"24,737"
Ocaña,"24,735"
Agustin,"24,607"
Moo,"24,596"
Marcos,"24,516"
Mariscal,"24,487"
Botello,"24,382"
de La Luz,"24,351"
Sauceda,"24,267"
Velazco,"24,250"
Ugalde,"24,229"
Amezcua,"24,098"
Higuera,"24,032"
Medellin,"23,999"
Mateos,"23,986"
Gasca,"23,971"
Davalos,"23,948"
Paniagua,"23,940"
Calzada,"23,878"
Geronimo,"23,862"
Dimas,"23,755"
Alonzo,"23,726"
Carrizales,"23,604"
Arana,"23,588"
Quiñonez,"23,567"
Gudiño,"23,551"
Ambriz,"23,506"
Manzo,"23,493"
Loya,"23,466"
Haro,"23,455"
Melo,"23,442"
Lezama,"23,406"
Alva,"23,355"
Loza,"23,349"
Lazcano,"23,229"
Calvo,"23,146"
Orta,"23,145"
Javier,"23,130"
Mendieta,"23,069"
Bocanegra,"23,007"
Cristobal,"22,967"
Palomino,"22,891"
Bernabe,"22,883"
Echeverria,"22,828"
Garnica,"22,823"
Lechuga,"22,814"
Iñiguez,"22,735"
Guajardo,"22,721"
Jurado,"22,686"
Galan,"22,684"
Montelongo,"22,682"
Chaparro,"22,605"
Urias,"22,537"
Galeana,"22,441"
Cobos,"22,338"
Ovalle,"22,324"
Blas,"22,318"
Aburto,"22,287"
Cid,"22,285"
Zurita,"22,284"
Castrejon,"22,276"
Mayo,"22,268"
Infante,"22,216"
Celis,"22,195"
Zavaleta,"22,154"
Lagunas,"22,152"
Ferrer,"22,070"
Valdovinos,"22,064"
Lujan,"22,063"
Cavazos,"21,924"
Arzate,"21,903"
Zamarripa,"21,902"
Gongora,"21,883"
Zamorano,"21,686"
de La Fuente,"21,683"
Sevilla,"21,633"
Velarde,"21,628"
Medel,"21,609"
Grimaldo,"21,426"
del Rio,"21,403"
Basurto,"21,354"
Hilario,"21,348"
Onofre,"21,334"
Reza,"21,315"
Godoy,"21,299"
Ake,"21,290"
Simon,"21,238"
Arguelles,"21,208"
Buendia,"21,194"
Isidro,"21,177"
Palomo,"21,119"
Blancas,"21,089"
Tomas,"21,066"
Bartolo,"21,045"
Chavira,"20,994"
Mojica,"20,992"
Valentin,"20,962"
Canseco,"20,960"
Mayorga,"20,959"
Cardoso,"20,882"
Avia,"20,839"
Gregorio,"20,813"
Carreño,"20,703"
Can,"20,699"
Ahumada,"20,653"
Castelan,"20,629"
Almeida,"20,586"
de La O,"20,565"
Enciso,"20,511"
Murrieta,"20,294"
Verduzco,"20,055"
Cabello,"20,001"
Patricio,"19,949"
Hipolito,"19,889"
Favela,"19,857"
del Valle,"19,810"
Pardo,"19,785"
Baca,"19,746"
Gaxiola,"19,723"
Obregon,"19,721"
San Juan,"19,721"
Miramontes,"19,696"
Frausto,"19,691"
Villalpando,"19,674"
Rizo,"19,658"
Salcido,"19,644"
Montañez,"19,578"
Licona,"19,532"
de Anda,"19,525"
Almaguer,"19,499"
Noh,"19,498"
Peraza,"19,399"
Basilio,"19,357"
Serrato,"19,344"
Escalona,"19,328"
Lagunes,"19,324"
Otero,"19,315"
de Dios,"19,313"
Magdaleno,"19,283"
Gurrola,"19,184"
Olan,"19,171"
Carballo,"19,164"
Salmeron,"19,147"
Nuño,"19,115"
Moncada,"19,084"
Macedo,"19,031"
Euan,"18,919"
Magallanes,"18,917"
Cancino,"18,904"
Holguin,"18,802"
Pion,"18,744"
Manjarrez,"18,695"
Pastrana,"18,691"
Villalba,"18,554"
Rascon,"18,543"
Mar,"18,506"
Hermosillo,"18,243"
Barranco,"18,188"
Vite,"18,149"
Vaca,"18,119"
Mauricio,"18,102"
Valverde,"18,041"
Barreto,"18,002"
Vizcarra,"17,944"
Villavicencio,"17,938"
Cayetano,"17,934"
Arizmendi,"17,921"
Casanova,"17,911"
Sebastian,"17,909"
Briceño,"17,815"
Zermeño,"17,802"
García,"17,791"
Pelayo,"17,764"
Uicab,"17,762"
Ignacio,"17,760"
Marmolejo,"17,726"
Zenteno,"17,672"
Rafael,"17,632"
Bobadilla,"17,629"
Hernández,"17,577"
Pinto,"17,562"
Quijano,"17,558"
Bazan,"17,483"
Arrieta,"17,479"
Valladares,"17,466"
Dolores,"17,453"
Jara,"17,451"
Tinajero,"17,445"
Chuc,"17,374"
Luevano,"17,371"
Villeda,"17,359"
Vieyra,"17,340"
Caro,"17,338"
Pat,"17,270"
Bedolla,"17,231"
Baos,"17,209"
Bucio,"17,196"
Raya,"17,081"
Leija,"17,071"
Feliciano,"17,058"
Alatorre,"17,043"
Alberto,"17,034"
Aguila,"17,029"
Posadas,"16,968"
Coria,"16,949"
Buenrostro,"16,941"
Olivo,"16,917"
Espindola,"16,908"
Roa,"16,900"
Pozos,"16,866"
Julian,"16,757"
Novelo,"16,740"
Virgen,"16,735"
Talavera,"16,724"
Monreal,"16,704"
Monsivais,"16,702"
Arreguin,"16,646"
Yepez,"16,634"
Cornelio,"16,573"
Polanco,"16,541"
Mariano,"16,526"
Ambrosio,"16,505"
Constantino,"16,477"
Alvaro,"16,437"
Crespo,"16,410"
Bustillos,"16,399"
Colli,"16,352"
Alfonso,"16,290"
Catalan,"16,253"
Bastida,"16,245"
Torrez,"16,239"
Balcazar,"16,237"
Carpio,"16,184"
Alamilla,"16,172"
Callejas,"16,169"
Dionicio,"16,169"
Guardado,"16,154"
Grijalva,"16,142"
Quintanilla,"16,047"
Tamez,"15,990"
Colunga,"15,952"
Osornio,"15,915"
Escudero,"15,880"
Payan,"15,874"
Barboza,"15,864"
de La Garza,"15,837"
Olea,"15,837"
Samano,"15,829"
Muro,"15,828"
Zetina,"15,817"
Samaniego,"15,810"
Benito,"15,731"
Lobato,"15,676"
Urbano,"15,643"
Victoriano,"15,582"
Toscano,"15,580"
Garces,"15,453"
Parada,"15,448"
Valtierra,"15,436"
Gracia,"15,414"
Gerardo,"15,413"
Govea,"15,402"
Apolinar,"15,300"
Alejandre,"15,298"
Bejarano,"15,278"
Luciano,"15,273"
López,"15,263"
Chairez,"15,257"
Uscanga,"15,250"
Toribio,"15,148"
Mendivil,"15,143"
Tuz,"15,123"
Rodarte,"15,109"
Campuzano,"15,097"
González,"15,088"
Guadalupe,"15,079"
Orduña,"15,044"
Celaya,"15,025"
Duron,"15,007"
Gama,"14,968"
Puentes,"14,966"
Tadeo,"14,966"
Mancera,"14,934"
Cazarez,"14,931"
Garfias,"14,928"
Merida,"14,923"
Cabañas,"14,905"
Evangelista,"14,882"
Yam,"14,865"
Manrique,"14,854"
Murguia,"14,852"
Sanabria,"14,846"
Noyola,"14,823"
Marcelino,"14,817"
Morelos,"14,805"
Encarnacion,"14,804"
Caudillo,"14,778"
Pedro,"14,744"
Rosario,"14,726"
Iglesias,"14,712"
Matus,"14,695"
Barradas,"14,676"
Calva,"14,634"
Pavon,"14,625"
Galarza,"14,584"
Avilez,"14,544"
Huitron,"14,532"
Balbuena,"14,523"
Landero,"14,498"
Machuca,"14,482"
Grajales,"14,479"
Encinas,"14,423"
Silverio,"14,423"
Astorga,"14,366"
Silvestre,"14,354"
Aguillon,"14,320"
Romano,"14,303"
Inzunza,"14,282"
Zarco,"14,217"
Arciniega,"14,095"
Laureano,"14,079"
Bailon,"14,065"
Chapa,"14,058"
Mijangos,"14,040"
Alcazar,"13,990"
Valero,"13,979"
Jarquin,"13,942"
Pelaez,"13,919"
Machado,"13,917"
Urrutia,"13,914"
Armas,"13,790"
Barroso,"13,697"
Hau,"13,696"
Chimal,"13,685"
Rea,"13,626"
Borja,"13,600"
Leos,"13,589"
Jacome,"13,582"
Sainz,"13,533"
Cen,"13,504"
Esqueda,"13,486"
Balderrama,"13,479"
Escalera,"13,409"
Ayon,"13,382"
Estevez,"13,359"
Couoh,"13,342"
Michel,"13,273"
Antunez,"13,212"
Espejel,"13,208"
Martínez,"13,185"
Picazo,"13,153"
Canto,"13,143"
Cuautle,"13,044"
Guillermo,"13,010"
Daniel,"13,008"
Vicencio,"12,997"
Farfan,"12,982"
Atilano,"12,949"
Villafuerte,"12,940"
Rebolledo,"12,937"
Abad,"12,915"
Moguel,"12,907"
Collazo,"12,890"
Cabral,"12,887"
Gonzalez,"880,211"
Rodriguez,"777,429"
Perez,"557,629"
Hernandez,"534,498"
Garcia,"490,209"
Martinez,"391,596"
Sanchez,"365,566"
Lopez,"343,255"
Diaz,"315,057"
Rojas,"293,938"
Ramirez,"269,946"
Castillo,"246,900"
Gomez,"241,738"
Romero,"221,224"
Fernandez,"217,488"
Torres,"210,524"
Mendoza,"207,874"
Medina,"200,753"
Moreno,"188,140"
Gutierrez,"184,714"
Jimenez,"183,565"
Rivas,"176,146"
Alvarez,"170,280"
Salazar,"169,504"
Marquez,"168,749"
Suarez,"161,837"
Flores,"160,516"
Silva,"156,955"
Peña,"148,810"
Contreras,"145,963"
Morales,"138,074"
Herrera,"137,689"
Vargas,"134,166"
Mendez,"130,285"
Parra,"130,280"
Ruiz,"126,283"
Ramos,"126,276"
Blanco,"125,982"
Rivero,"120,442"
Quintero,"120,311"
Briceño,"120,308"
Reyes,"119,874"
Zambrano,"118,721"
Vasquez,"118,377"
Leon,"116,240"
Delgado,"116,089"
Velasquez,"109,927"
Rondon,"109,772"
Marcano,"104,806"
Castro,"101,019"
Molina,"99,717"
Acosta,"99,092"
Tovar,"97,728"
Barrios,"97,456"
Alvarado,"96,866"
Gil,"95,324"
Marin,"91,454"
Mora,"84,295"
Colmenares,"83,425"
Escalona,"82,783"
Brito,"82,420"
Lugo,"80,975"
Rangel,"80,214"
Muñoz,"79,795"
Torrealba,"78,945"
Pacheco,"77,586"
Guerrero,"77,428"
Guzman,"77,407"
Duran,"76,202"
Urdaneta,"76,169"
Montilla,"75,956"
Ortiz,"75,847"
Chirinos,"75,790"
Nuñez,"74,834"
Guevara,"73,954"
Ortega,"73,680"
Chacon,"73,364"
Soto,"73,009"
Espinoza,"72,073"
Guerra,"71,578"
Bolivar,"71,260"
Salas,"70,732"
Colina,"70,211"
Campos,"69,924"
Cedeño,"65,945"
Figueroa,"64,096"
Leal,"63,606"
Arias,"61,923"
Camacho,"61,299"
Aguilar,"60,928"
Pinto,"60,568"
Morillo,"60,503"
Cordero,"59,666"
Bravo,"58,772"
Araujo,"58,160"
Linares,"58,143"
Rincon,"57,440"
Pereira,"57,286"
Navarro,"57,192"
Pineda,"56,961"
Villegas,"56,444"
Mejias,"56,244"
Villalobos,"56,189"
Carrillo,"56,100"
Betancourt,"55,566"
Machado,"55,243"
Colmenarez,"55,067"
Rosales,"54,756"
Bracho,"54,504"
Ochoa,"54,312"
Vera,"54,151"
Bermudez,"53,894"
Mujica,"53,027"
Aponte,"52,630"
Teran,"51,861"
Fuentes,"51,760"
Avila,"51,340"
Montiel,"51,084"
Vivas,"49,332"
Paredes,"48,694"
Piña,"48,104"
Mata,"47,534"
Lara,"47,457"
Barreto,"46,885"
Valera,"46,737"
Ferrer,"46,454"
Paez,"46,323"
Rios,"45,922"
Guillen,"45,832"
Fuenmayor,"43,999"
Melendez,"43,905"
Perdomo,"43,824"
Hidalgo,"43,820"
Hurtado,"43,571"
Urbina,"43,143"
Graterol,"43,053"
Serrano,"43,012"
Bastidas,"42,894"
Ojeda,"42,840"
Nava,"42,806"
Bello,"42,546"
Escobar,"41,650"
Andrade,"41,474"
Franco,"41,300"
Cardenas,"41,052"
Rivera,"40,392"
Cabrera,"39,467"
Uzcategui,"38,442"
Chavez,"38,214"
Villarroel,"37,818"
Navas,"37,508"
Abreu,"37,107"
Zapata,"36,935"
Zerpa,"36,901"
Paz,"36,710"
Sequera,"36,575"
Carvajal,"36,175"
Salcedo,"36,150"
Sosa,"36,100"
Sandoval,"36,050"
Arteaga,"35,992"
Davila,"35,175"
Montero,"34,985"
Perozo,"34,800"
Duarte,"34,797"
Maldonado,"34,756"
Figuera,"34,644"
Palacios,"34,361"
Valero,"34,311"
Oropeza,"34,111"
Angulo,"33,600"
Yepez,"33,535"
Dominguez,"33,428"
Castellanos,"33,421"
Nieves,"33,356"
Toro,"33,071"
Aguilera,"32,739"
Prieto,"32,294"
Calderon,"32,166"
Azuaje,"31,010"
Gimenez,"30,912"
Pirela,"30,887"
Caraballo,"30,776"
Meza,"30,760"
Noguera,"30,632"
Correa,"30,585"
Osorio,"30,522"
Carmona,"30,186"
Solorzano,"30,166"
Benitez,"29,921"
Yanez,"29,711"
Palmar,"29,645"
Infante,"29,643"
Jaimes,"29,566"
Henriquez,"29,499"
Guedez,"29,477"
Malave,"29,105"
Millan,"29,078"
Farias,"29,009"
Acevedo,"29,008"
Godoy,"28,927"
Padron,"28,832"
Lozada,"28,792"
Carreño,"28,013"
Roa,"27,843"
Palma,"27,608"
Pernia,"27,553"
Cortez,"27,537"
Araque,"27,457"
Padilla,"27,404"
Peraza,"26,363"
Riera,"25,993"
Chacin,"25,949"
Villamizar,"25,872"
Gallardo,"25,683"
Becerra,"25,560"
Carrero,"25,452"
Crespo,"25,349"
Duque,"25,228"
Mota,"25,213"
Lucena,"24,819"
Viloria,"24,783"
Polanco,"24,752"
Luna,"24,656"
Bastardo,"24,314"
Cordova,"24,200"
Alcala,"24,138"
Veliz,"24,124"
Narvaez,"24,001"
Castellano,"23,902"
Mejia,"23,853"
Villasmil,"23,512"
Borges,"23,244"
Sarmiento,"22,996"
Landaeta,"22,995"
Atencio,"22,622"
Alfonzo,"22,565"
Zamora,"22,558"
Oviedo,"22,555"
Oliveros,"22,532"
Montes,"22,430"
Maita,"22,314"
